,Address,Zip_code,Municipality,Latitude,Longitude,Floor,Rooms,Area,Land_area,log_sqm_price,Sqm_price,Price,Owner_expense,Price_development,Energy_saving,Days_on_market,School_dist,Metro_dist,Jail_dist,Centrum_coor
3308,"Snaregade 8, 2",1205,København,55.677158324040604,12.576588550717151,2,4,103,0,10.884610512411768,53349,5495000,3344,0.0,5.0,157,0.4739207560363342,0.6264549263945012,0.18437159516969057,1.0355715603675453
3309,"Leen C 2, st 1",2630,Høje-Taastrup,55.650637564773426,12.27393893092046,0,3,102,0,9.803004013957805,18088,1845000,3867,-2.6,4.0,157,1.1620556113258793,14.259574955131008,16.675254351257713,18.739399065977224
3310,"Egedal 25, 1 2",2690,Solrød,55.567718065947105,12.25394138261461,1,1,34,0,10.178198360706745,26323,895000,865,0.0,5.0,157,5.1402019605256974,20.009014639410772,20.777637916110162,23.535716677424407
3311,"Artillerivej 112, 4 TV",2300,Tårnby,55.65882512849028,12.571001977750681,4,3,97,0,10.765765506102406,47371,4595000,4089,0.0,5.0,157,1.598124312690093,1.0798936497788294,1.392721705151601,2.8405527814167675
3312,"Oscar Pettifords Vej 27, st tv",2450,København,55.64701507601476,12.55536105928845,0,3,106,0,10.760495262246444,47122,4995000,4507,-3.8,4.0,157,2.1033757400600153,1.9249765192830566,2.0368179783463924,4.187737294696429
3313,"Poppelgade 12, 3 TV",2200,Frederiksberg,55.692197118597214,12.5588126342969,3,2,50,0,10.819778284410283,50000,2500000,1912,-7.2,3.0,157,0.27697975720149876,1.204686627153909,0.2737957865917761,0.9953022209929187
3314,"Rygårds Alle 5A, 1 TV",2900,Gentofte,55.7345501777341,12.56368976571273,1,3,105,0,10.8653824262153,52333,5495000,4176,0.0,5.0,158,0.5487424146626962,5.737672868280625,4.844263924245896,5.611092921730509
3315,"Valborg Allé 11, st TH",2500,København,55.66665839859939,12.50835327901132,0,3,88,0,10.589484229067233,39715,3495000,4504,-10.3,3.0,158,0.9448754922506004,1.9261595427249087,1.9251166724097688,4.104392051100998
3316,"Ørestads Boulevard 61E, 4 TV",2300,Tårnby,55.63314148945845,12.58158541858798,4,2,77,0,10.55349234019923,38311,2950000,3108,-1.5,5.0,158,1.2515782242620384,0.45651440644421193,4.2635102805702125,5.767485983484624
3317,"Korsørgade 30, st tv",2100,København,55.70711631094254,12.58345254256269,0,2,66,0,10.579437708267553,39318,2595000,3463,-13.4,4.0,158,0.4715098189030199,2.7581153837322234,2.2162138689817867,2.7867753451429795
3318,"Bagsværd Hovedgade 106, 1 C",2880,Furesø,55.76018159983863,12.456590405615358,1,4,112,0,10.428038550920595,33794,3785000,3492,0.0,8.0,158,0.5835327218805407,8.398994795280446,10.181852303526599,10.894639604864556
3319,"Vester Søgade 78, 2 4",1601,København,55.68057418488124,12.560556787722142,2,4,130,0,10.73889355566982,46115,5995000,4570,-4.1,5.0,158,0.6291846982812545,0.48572943252468953,0.9082745470899705,0.5169479068145274
3320,"Esthersvej 22C, 1 TV",2900,Gentofte,55.729685408032815,12.56555651741998,1,2,52,0,10.650436129564383,42211,2195000,3302,-8.4,3.0,158,1.0009536918170607,5.188159863040693,4.3060574454487925,5.067965699729519
3321,"Saven A 6, 2 2",2630,Høje-Taastrup,55.651235239401124,12.27848868506525,2,4,116,9849,9.75254837697084,17198,1995000,4124,0.0,4.0,158,1.4561080812395788,13.966127982777758,16.38444499838833,18.44544436196132
3322,"Mosevej 8, 1 TH",2800,Rudersdal,55.76902017882611,12.507311939661191,1,5,118,0,10.835750053919982,50805,5995000,4548,0.0,2.0,158,0.42664846394638095,9.155851001696943,9.352098178428076,10.136153942068011
3323,"Lindevangs Alle 11, 1 th",2000,Frederiksberg,55.6808335286438,12.51761233770135,1,5,152,0,10.4954598897216,36151,5495000,5170,-5.2,4.0,158,0.8295459251718645,0.39614867824052175,2.4152078054564723,3.05155368542613
3324,"Hovedvejen 146, 3 M",2600,Albertslund,55.66602671978907,12.391805965670779,3,2,67,0,10.250016196420985,28283,1895000,1927,-5.0,3.0,158,0.9808755612228837,6.678900528845601,9.210802306261177,11.129385579032858
3325,"Willy Brandts Vej 17, tv",2450,København,55.65696851668193,12.56187849558312,0,3,106,0,10.68354610508537,43632,4625000,4209,0.0,8.0,158,1.8837888380610688,1.6839299098026503,1.62093079160906,3.0379313675610278
3326,"Vesterbrogade 54, 3",1620,København,55.672639725337994,12.553868707278971,3,7,249,0,10.376860499251467,32108,7995000,7663,-11.1,3.0,160,0.2557549445709273,1.027027695943486,1.164797438107108,1.4855660773249417
3327,"Bagerstræde 5, 4 th",1617,København,55.67298280851433,12.554440818645652,4,5,146,0,10.89812725082126,54075,7895000,4712,-2.5,2.0,160,0.20687135312709512,0.9911046198363934,1.1347158795328323,1.4344860067034537
3328,"Gammeltoftsgade 18, 2 tv",1355,København,55.689373738446925,12.5708761883164,2,3,93,0,10.819778284410283,50000,4650000,3378,-2.1,3.0,161,0.3091489151228108,0.687640527909166,0.5492857110302123,0.6629721433963042
3329,"Skovkrogen 7, 3 tv",2920,Gentofte,55.76092288671137,12.571726800458569,3,2,55,0,10.49880137274731,36272,1995000,2496,-4.8,2.0,161,0.1270091417155369,8.65085880376426,7.800933744651354,8.554051882755793
3330,"Amagerfælledvej 166, 6 4",2300,Tårnby,55.656625556681654,12.58966424259048,6,3,109,5468,10.691717614342766,43990,4795000,3684,0.0,6.0,161,2.0168494981870677,0.06110288728728192,1.9693342860883936,3.4151916920836665
3331,"Amagerfælledvej 166, 6 3",2300,Tårnby,55.656625556681654,12.58966424259048,6,4,124,5468,10.786138767366047,48346,5995000,4167,0.0,6.0,161,2.0168494981870677,0.06110288728728192,1.9693342860883936,3.4151916920836665
3332,"Ørestads Boulevard 59B, 4 411",2300,Tårnby,55.63397334879205,12.582042883168668,4,1,106,0,10.404808146287811,33018,3500000,4173,0.0,5.0,161,1.343947779742736,0.46792116189543814,4.203075123087408,5.681404379998199
3333,"Amagerfælledvej 166, 6 1",2300,Tårnby,55.656625556681654,12.58966424259048,6,3,91,5468,10.689692377847104,43901,3995000,3134,0.0,6.0,161,2.0168494981870677,0.06110288728728192,1.9693342860883936,3.4151916920836665
3334,"Amagerfælledvej 172, 6 1",2300,Tårnby,55.656625556681654,12.58966424259048,6,4,137,5468,10.766546269813347,47408,6495000,4617,0.0,6.0,161,2.0168494981870677,0.06110288728728192,1.9693342860883936,3.4151916920836665
3335,"Amagerfælledvej 166, 6 5",2300,Tårnby,55.656625556681654,12.58966424259048,6,3,111,5468,10.694192385440877,44099,4895000,3701,0.0,6.0,161,2.0168494981870677,0.06110288728728192,1.9693342860883936,3.4151916920836665
3336,"Hyldegårdsvej 9, st tv",2920,Gentofte,55.761111240566244,12.575140762775659,0,3,108,0,10.5184028848265,36990,3995000,3314,-11.1,4.0,162,0.1941116296826935,8.674261882099582,7.840395184830471,8.58705150921421
3337,"Olof Palmes Gade 11, 1",2100,København,55.69263151092875,12.582189529746199,1,7,204,0,10.886146380853784,53431,10900000,6343,-5.2,4.0,162,0.5103697822424774,1.2323188065032296,1.2409565447913842,1.3983896817121708
3338,"Kabbelejevej 5, 3 th",2700,København,55.70656324896867,12.49005212479364,3,4,87,2024,10.446538323596855,34425,2995000,3572,-6.3,3.0,162,1.277990260974323,2.14598771028995,4.881289873781505,5.3744726706399195
3339,"Fiolstræde 26, 3",1171,København,55.68134569937128,12.57267421743907,3,5,191,0,10.714417768752456,45000,8595000,4911,-9.5,5.0,163,0.2153769216329777,0.2150609819438928,0.4716556367435891,0.536227673593756
3340,"Gammel Kongevej 127, 1 tv",1850,Frederiksberg,55.67636757421254,12.541254445094529,1,6,197,0,10.671765396408588,43121,8495000,5939,-7.6,3.0,163,0.37661338148710316,0.7106803814475086,1.5612060730443482,1.7695017749118713
3341,"Flensborggade 3, st tv",1669,København,55.66884077035701,12.547192071128508,0,2,52,0,10.739305484260237,46134,2399000,2553,-3.8,3.0,163,0.7779312217358704,1.4971698275431817,0.9145940452138681,2.067990011390948
3342,"Nygårdsvej 57, 5 TH",2100,København,55.71080086438732,12.567481446879858,5,2,51,0,10.714417768752456,45000,2295000,2289,-6.1,4.0,163,0.8430691972075274,3.082787622044183,2.220465250169391,2.96737074539344
3343,"Classensgade 72, 1 th",2100,København,55.69885779092126,12.59127779399663,1,4,119,0,10.722584331418851,45369,5399000,5167,-3.6,2.0,163,0.7441167205209259,2.126027247121636,1.9989436295216083,2.2912922141537244
3344,"Valby Langgade 197, 1 TV",2500,København,55.66979251535221,12.49116556798135,1,3,72,0,10.369577282460726,31875,2295000,2831,-8.0,1.0,163,1.3973990270600545,1.8336300195074788,3.059946707363655,4.958502709019524
3345,"Toftegårds Plads 10, 2 tv",2500,København,55.662512405435066,12.51685777198327,2,5,139,0,10.469851945892822,35237,4898000,4050,0.0,1.0,163,0.8172173529637771,2.1920638453157024,1.332494012221309,3.909051447806959
3346,"Johnstrups Alle 10, st TV",1923,Frederiksberg,55.68089127171842,12.55086204267542,0,4,95,0,10.829193818819975,50473,4795000,2872,-9.4,4.0,163,0.6098427133251463,0.1808986961705659,1.3521091769814837,1.005810159674883
3347,"Studsgaardsgade 2, 2",2100,København,55.70874782129631,12.55767507881841,2,5,90,0,10.735178542544132,45944,4135000,4629,-3.8,2.0,163,0.3782668175646237,2.9787029744703606,1.9958235153027126,2.783693011552283
3348,"Jensløvs Tværvej 1A, 2 TV",2920,Gentofte,55.752611873773965,12.570583745782919,2,4,93,0,10.71679272408986,45107,4195000,3645,0.0,3.0,164,1.0502421722236728,7.725949866470422,6.872837822990666,7.6265323994150656
3349,"Gothersgade 149, 3",1123,København,55.68543118331075,12.569784329982882,3,4,120,0,10.731842844242117,45791,5495000,5156,0.0,4.0,164,0.32461961638975895,0.2786334873857171,0.7690245008803638,0.2894407615899958
3350,"Vester Søgade 14, 1 TH",1601,København,55.67647055214318,12.55943570131579,1,4,111,0,10.714417768752456,45000,4995000,8338,-3.9,3.0,164,0.3318938918069309,0.7173445873885811,0.8979142266763702,0.9447745594498042
3351,"Skovkrogen 7, 3 MF",2920,Gentofte,55.76092288671137,12.571726800458569,3,2,55,0,10.49880137274731,36272,1995000,2714,-9.1,2.0,164,0.1270091417155369,8.65085880376426,7.800933744651354,8.554051882755793
3352,"Tuborg Sundpark 10, 4 tv",2900,Gentofte,55.72693556425504,12.586480716109149,4,3,137,0,11.60324137596816,109452,14995000,12946,0.0,4.0,164,1.80424903605483,4.9527345791782444,4.2674234281280805,4.936680259469575
3353,"Ejgårdsvej 24, 1 TH",2920,Gentofte,55.75832941990976,12.575874600286811,1,4,83,0,10.49360483277653,36084,2995000,3368,-11.8,1.0,164,0.4598574205154888,8.365892019549047,7.537235861695538,8.281499641723356
3354,"Bernhard Bangs Alle 2, st 7",2000,Frederiksberg,55.68445505536917,12.51235148477693,0,2,63,0,10.437814836087211,34126,2150000,2388,-10.2,4.0,164,1.1452559794159725,0.08524564052388467,2.933412788187971,3.359835159813432
3355,"Sølvgade 92, 2 th",1307,København,55.690088744637706,12.57318588152641,2,3,90,0,10.773147786481971,47722,4295000,3156,-4.4,3.0,164,0.16078660739606884,0.7688796772151851,0.6705898265716451,0.8078955894997345
3356,"Rønnebærvej 1, 1 th",2840,Rudersdal,55.81077247740062,12.470721738679831,1,4,99,0,10.381955260193992,32272,3195000,3453,-3.0,0.0,164,0.5533852914800631,13.806677928625263,14.526624573507368,15.307538238477461
3357,"Amager Boulevard 125, 2 TV",2300,Tårnby,55.66635714044986,12.596330915489302,2,4,111,0,10.563413984104404,38693,4295000,3656,-2.3,3.0,164,1.4901603673642654,0.5230392729457101,1.6137687931526454,2.7622040667743373
3358,"Esthersvej 30, 2 th",2900,Gentofte,55.73056518502502,12.565604932358092,2,4,98,0,10.734612476037977,45918,4500000,3905,0.0,1.0,164,0.9481999419161908,5.285601920788761,4.404050198784839,5.165910240615945
3359,"Tinghøjvej 22, st TV",2860,Gladsaxe,55.741308804837004,12.49722045342053,0,2,51,0,10.413702990176423,33313,1699000,2960,-2.9,3.0,165,0.9326720584791865,6.0259043450517265,6.94500141819057,7.683573164322367
3360,"Østbanegade 111, 2 TH",2100,København,55.703999126753885,12.590730749057471,2,5,131,0,10.795813406956453,48816,6395000,5229,-8.6,2.0,165,0.5641690659430513,2.5995196721564757,2.2795507024278514,2.709382924492283
3361,"Svinget 8, st tv",2300,Tårnby,55.66638463318196,12.59661979427136,0,3,88,0,10.401136747185486,32897,2895000,2728,-11.6,3.0,165,1.5045348171077368,0.5100311581246592,1.6298279975021543,2.772701568108802
3362,"Gasværksvej 6, 3 TV",2970,Rudersdal,55.880989812520454,12.49973735455034,3,3,82,0,10.07634782554057,23774,1949500,2991,-6.9,3.0,165,1.6613490532845627,21.572205709088205,21.513427826479564,22.302057502552497
3363,"Øresundsvej 112, st tv",2300,Tårnby,55.661316618164605,12.622766202891919,0,2,66,0,10.412020550242234,33257,2195000,3044,0.0,3.0,165,1.6571194493994996,0.391571723793953,3.3692845898680917,4.397141884670008
3364,"Hyldegårdsvej 34D, 1 mf",2920,Gentofte,55.75983839037095,12.579632723926279,1,1,46,0,10.421864592454954,33586,1545000,1994,-6.4,3.0,165,0.5095037651973545,8.544049723396796,7.7332565706052625,8.470050996341762
3365,"Ørestads Boulevard 55A, 5 510",2300,Tårnby,55.63486411127058,12.5823308970128,5,3,118,0,10.429841977919745,33855,3995000,4752,-6.0,4.0,165,1.436611016667248,0.36732670790786026,4.107770122562018,5.587238391190894
3366,"Tycho Brahes Allé 29, 3 TH",2300,Tårnby,55.65575874062355,12.612741463758582,3,3,74,0,10.532096211958503,37500,2775000,3609,-4.1,3.0,165,1.6296807757553764,0.7708477425958817,3.0820790203491555,4.329071436529697
3367,"Byparkvej 12, st TV",2600,Albertslund,55.6674252680325,12.41139820206656,0,1,50,0,10.271596874100522,28900,1445000,2778,-19.5,3.0,165,0.26340409863753017,5.478849956625748,7.988245713169362,9.889028235673765
3368,"Sorgenfrigade 8, 1 tv",2200,Frederiksberg,55.695810056025245,12.545211036790302,1,2,62,1050,10.679757308488831,43467,2695000,3182,0.0,3.0,165,0.9629910890641754,1.6323564327342863,1.218747676876248,1.830699563807274
3369,"Østerbrogade 33, 4 th",2100,København,55.69989095347447,12.577154180660829,4,8,240,0,10.63494156725066,41562,9975000,7055,-5.0,3.0,165,0.4561519174803481,1.8852775820101972,1.3420631724948446,1.8915992334478253
3370,"Helga Larsens Plads 10, 2 tv",2720,Frederiksberg,55.68445748572648,12.48421343675123,2,3,76,0,10.547759565313935,38092,2895000,2980,-3.3,3.0,167,0.3381263918856572,0.5347269134078011,4.178646877381577,5.129677950922386
3371,Gl Hovedgade 1D,2970,Rudersdal,55.87571856530239,12.49697553453589,0,4,92,1213,10.248848736574589,28250,2599000,3919,-3.0,1.0,168,2.1363812835186944,20.981724218295568,20.97018380094877,21.75941127434766
3372,"Lindevangshusene 82, 1 tv",2630,Høje-Taastrup,55.64393085951105,12.28903795361192,1,2,64,0,10.060747678734712,23406,1498000,2440,0.0,3.0,168,1.2338030702857294,13.59985688888046,15.809355391414426,17.98208692141619
3373,"Forchhammersvej 2, 2 th",1920,Frederiksberg,55.67939821223742,12.554291259307671,2,4,167,0,10.776327838536336,47874,7995000,5455,-4.3,3.0,168,0.5992069534862559,0.28249068918520764,1.2438996148945394,0.8959074452747042
3374,"Degnemose Allé 16, 1 TV",2700,København,55.70377351614803,12.505901526575999,1,3,67,0,10.465215394229238,35074,2350000,2362,0.0,3.0,169,1.6632290568842703,2.0579040294508517,3.8399264944427443,4.351626721621702
3375,"Ernie Wilkins Vej 5, 2 mf",2450,København,55.64644656375125,12.5501578286736,2,2,75,3112,10.720311477789672,45266,3395000,2673,-2.9,4.0,169,1.7964707102876765,2.2470293607142873,1.9398488546001098,4.312856252117834
3376,"Strandboulevarden 97, 4 tv",2100,København,55.70737356032732,12.585418988250439,4,4,103,0,10.738915240352842,46116,4750000,4361,-2.1,4.0,169,0.5369509032515787,2.8206086407686612,2.3137691626286068,2.8642035367951917
3377,"Utterslev Torv 30, 2 TH",2400,København,55.7108679455865,12.515949928541538,2,3,88,0,10.252452853404806,28352,2495000,3040,-7.4,3.0,169,1.655342080183311,3.0023775117547595,3.6736444049994024,4.318468232262104
3378,"Strandvejen 234D, st",2920,Gentofte,55.7596467859556,12.597873963961971,0,2,82,1072,11.15797760019988,70121,5750000,2604,-4.1,5.0,169,1.6162167952112718,8.664282624560707,7.952086523760324,8.64260844961355
3379,"Bryggertorvet 2, 3 Lejl. 1",2900,Gentofte,55.728091800706466,12.57705853292715,3,2,88,0,10.841128732820932,51079,4495000,4482,0.0,3.0,169,1.3613343763380383,5.006175590309026,4.222934363342118,4.941794544107705
3380,"Amerika Plads 30B, 3 4",2100,København,55.69999937821728,12.59436006007082,3,4,158,0,10.949911409458652,56949,8998000,6388,-10.0,5.0,169,0.8476531327326733,2.3419540802446557,2.2289404159661284,2.5182319542882134
3381,"Søndre Fasanvej 94D, 1 76",2500,København,55.6671654844525,12.51670286561753,1,1,39,0,10.618811989707426,40897,1595000,2187,-14.9,4.0,169,1.1893999661704326,1.689516165584852,1.4406131787240621,3.620789167465424
3382,"Blomstervænget 29, 1 1",2800,Rudersdal,55.763579970909454,12.501655964922321,1,3,68,0,10.5495693306696,38161,2595000,3024,-5.6,3.0,170,0.6814932045886576,8.519111284114555,8.939309911513702,9.716115516651808
3383,"Svenskelejren 11, 3 TV",2700,København,55.704631659075545,12.50765042363543,3,2,58,0,10.282745568475118,29224,1695000,2687,-5.0,4.0,170,1.5987808816593339,2.181654133263365,3.7751676329738757,4.306588212389771
3384,"Langelandsvej 49B, 1 TV",2000,Frederiksberg,55.68640333938983,12.530925505385971,1,3,65,0,10.848579518215908,51461,3345000,2389,-7.0,3.0,170,0.40141280137742047,0.6040671323451724,2.0615569322646774,2.2054234631726137
3385,"Florensvej 1, 1 tv",2300,Tårnby,55.657810412076884,12.62274417623587,1,3,66,0,10.57170146655086,39015,2575000,3769,-11.1,3.0,170,1.3225509784897238,0.58297360393451,3.516481982779039,4.632992036462328
3386,"Hjørringgade 13, 5 TV",2100,København,55.706211699008996,12.587637476763598,5,3,80,0,10.767157793897985,47437,3795000,3936,-8.6,3.0,170,0.5084477219052318,2.7448402975033654,2.306228081332994,2.8135869397416817
3387,"Dalstrøget 101, st MF",2870,Gentofte,55.73717538068335,12.5191460763256,0,2,57,0,10.490273717104664,35964,2050000,2830,-10.7,3.0,170,1.8026225558206168,5.826947223743265,5.818846353520661,6.589290970580214
3388,"Nimbusparken 9, 2 3",2000,Frederiksberg,55.68063775634454,12.51503261382396,2,4,109,0,10.827984520957381,50412,5495000,4968,-3.5,5.0,171,0.992027183547193,0.3722344660919849,2.4875618051428607,3.2152815595433215
3389,Thyrasgade 4,2200,Frederiksberg,55.697665116712955,12.54604782403745,0,2,65,4461,10.471836523545774,35307,2295000,1996,-8.0,3.0,171,0.8179364847698013,1.816320763001889,1.2784522199759054,1.9483995835188777
3390,"Else Alfelts Vej 91, 7 TH",2300,Tårnby,55.61705117248018,12.56847041140614,7,4,100,0,10.645424897265503,42000,4200000,3942,0.0,7.0,171,0.7809609973901117,0.5239129434797006,5.4072266251445065,7.474224578824689
3391,"Lindegårdsvej 11, st tv",2920,Gentofte,55.75870964682457,12.56898883931308,0,4,113,0,10.837303811276099,50884,5750000,4532,-4.1,2.0,171,0.42497894069023334,8.406386359153498,7.544173001767254,8.30189895950065
3392,"Havneholmen 48, 5 TV",1561,København,55.66031769811975,12.5626601757404,5,3,91,0,11.095575005062832,65879,5995000,3243,-3.2,5.0,171,1.5257283048384709,1.506855740079059,1.3645402029958347,2.66236659557655
3393,"Kastruplundgade 52, 1 TH",2770,Tårnby,55.63406335585802,12.64334432810838,1,3,71,0,10.427446554692082,33774,2398000,4082,-4.0,3.0,171,0.5212550593385914,0.31837070296617326,6.1025520750614195,7.41349634526574
3394,"Gammel Vartov Vej 6A, 1 TH",2900,Gentofte,55.723312898787576,12.57165046228997,1,5,175,2016,10.902003224665954,54285,9500000,6809,-9.5,4.0,171,0.8367704046940628,4.463487114943547,3.6369080943599377,4.3741361759972825
3395,"C.F. Møllers Allé 40, 6 TV",2300,Tårnby,55.63476305816875,12.57717148426466,6,4,105,0,10.546577516554704,38047,3995000,4181,0.0,5.0,171,1.279514596872162,0.5234738148902737,3.9476843203959895,5.546991773356049
3396,"Lille Strandvej 2, 4 TH",2900,Gentofte,55.734405803602236,12.575453390282679,4,3,83,0,10.730334861483916,45722,3795000,4112,-5.0,3.0,171,0.723369173895724,5.702968295488377,4.894286959659261,5.6265655670213155
3397,"Otto Mønsteds Plads 11A, 2 TH",1563,København,55.670985699276,12.57457692322085,2,4,161,0,10.787585616588082,48416,7795000,3631,-4.9,2.0,171,0.2278880782190866,1.0779716440583915,0.15203301351332954,1.5687033007431017
3398,"Virum Torv 9, 2 TH",2830,Rudersdal,55.79506450992872,12.47136592094381,2,4,105,0,10.234839560272293,27857,2925000,5279,-2.3,3.0,171,2.2347235027050267,12.062180992662222,12.922957313017639,13.696983468637189
3399,"Birkedommervej 9, 1 tv",2400,København,55.708613845247385,12.530255215234199,1,3,76,0,10.399037088749603,32828,2495000,1937,0.0,1.0,172,1.1213503423695148,2.9733399410416714,2.8244168924951527,3.5205644552067015
3400,"Ejgårdsvej 24, st TV",2920,Gentofte,55.75832941990976,12.575874600286811,0,3,87,0,10.558543381973351,38505,3350000,3518,0.0,1.0,172,0.4598574205154888,8.365892019549047,7.537235861695538,8.281499641723356
3401,"Messinavej 9, 4 th",2300,Tårnby,55.660472900524596,12.62119298075243,4,2,59,0,10.47751330218821,35508,2095000,2658,-6.9,3.0,172,1.6239684158018275,0.34617797004456285,3.3091351770807593,4.372831753150847
3402,"Nordre Frihavnsgade 100B, 5 th",2100,København,55.703501313812545,12.589920710778598,5,2,50,0,10.734220396048636,45900,2295000,3101,-8.0,2.0,172,0.5049423304222789,2.527040515026413,2.2050736667440334,2.6347167904074893
3403,"Strandboulevarden 98, 2 th",2100,København,55.70696905797111,12.58633740372597,2,5,128,0,10.754386065643232,46835,5995000,4081,-4.0,3.0,172,0.5241339710182008,2.7959675562760173,2.315263003896402,2.849397841163866
3404,"Strandvejen 110, 4",2900,Gentofte,55.733907775093925,12.57526438653628,4,6,185,0,10.791810815326231,48621,8995000,7727,-6.3,3.0,172,0.7559269905988291,5.647101539512175,4.837641108665953,5.570159754895649
3405,"Mariendalsvej 11, st",2000,Frederiksberg,55.68837404638995,12.5389822881813,0,2,65,0,10.668955394675699,43000,2795000,2922,-6.7,2.0,172,0.8244399693385536,0.8510680190386066,1.5183892197851192,1.7484416993067884
3406,"Lykkesholms Allé 36A, 1",1902,Frederiksberg,55.679178792164706,12.54944954892386,1,4,91,0,11.070739316920926,64263,5848000,3637,-2.5,3.0,172,0.3998139045589197,0.379206128259637,1.539684969884929,1.1668582760044348
3407,"Weidekampsgade 69, st TH",2300,Tårnby,55.66797018827379,12.580235779735611,0,2,81,0,10.673248491714387,43185,3498000,2839,-5.3,5.0,172,0.6216453081222091,0.5934522366965358,0.6263563805862615,2.020014771928142
3408,"Jensløvsvej 13, 1",2920,Gentofte,55.7522183941216,12.570818796427181,1,3,120,0,10.632436145559458,41458,4975000,4721,-4.3,3.0,172,1.0922893554297959,7.682002187829549,6.830238086303375,7.583362676385962
3409,"Lyshøjgårdsvej 95, 3 th",2500,København,55.66277672362683,12.509516754159039,3,3,71,0,10.545341438708524,38000,2698000,2846,-1.8,3.0,172,0.5432374317256663,2.2996338313857936,1.7948248567523073,4.265608722794626
3410,"Rådmandsgade 40C, 6 150",2200,Frederiksberg,55.69970102614268,12.55244189233756,6,1,48,0,10.471978128496518,35312,1695000,2836,-8.1,3.0,172,0.512950509378976,1.9873336696968282,1.1583124901317514,1.9218252136767489
3411,"Rydsletten 25, 3",2720,Frederiksberg,55.681306342629775,12.48878672470299,3,5,123,0,10.388349005624306,32479,3995000,4335,-4.8,3.0,172,0.11694912580498387,0.682263722145122,3.741789490067577,4.852565965678318
3412,"Kalkbrænderihavnsgade 4C, 5 tv",2100,København,55.70020778664011,12.59277105590018,5,2,72,0,10.845816332959055,51319,3695000,3075,-2.6,8.0,172,0.7468128125099686,2.3030136589452326,2.150945401904639,2.4646288260874627
3413,"Rosenvængets Hovedvej 48, st 2",2100,København,55.7012188242353,12.58772088457917,0,3,100,0,10.8187777840767,49950,4995000,4017,-5.7,3.0,172,0.4120539986360087,2.2378892242011164,1.9408869059734184,2.347586978629939
3414,"Frederiksvej 3, 1",2000,Frederiksberg,55.67508042650289,12.518813929341619,1,6,195,0,10.633737821047577,41512,8095000,6148,-10.0,3.0,173,1.1250664937870034,0.8101786271421285,1.8534239015370497,3.121971129800302
3415,"Ålholmvej 17, 2 tv",2500,København,55.6720393412853,12.48835884200258,2,4,93,0,10.379845947419874,32204,2995000,2906,0.0,3.0,175,1.131721162903955,1.6574991334537184,3.302498302856997,5.053307357977169
3416,"Tværbommen 7, 2 TV",2820,Gladsaxe,55.75042492562211,12.52085034396912,2,3,69,0,10.44595718163658,34405,2374000,3041,-5.0,2.0,175,1.7220148004630818,7.27336648375034,7.11418097617088,7.8986245597441895
3417,"Stationsparken 35, 5",2600,Albertslund,55.66136514139616,12.393581413004501,5,4,107,0,10.222777297733849,27523,2945000,3484,0.0,8.0,176,1.0617026424059874,6.779163392634652,9.091887351977435,11.127005425613227
3418,"Østerbrogade 196, 3 TH",2100,København,55.71156889441597,12.578158785741689,3,3,78,0,10.681090764636387,43525,3395000,3378,-8.1,4.0,176,0.9867564994407962,3.1806126570565247,2.484311289090341,3.148885183445263
3419,"Morlenesvej 33, 1",2840,Rudersdal,55.814889563126364,12.47488907511133,1,5,236,0,10.43049159702958,33877,7995000,7169,-7.0,3.0,176,0.5716809663471383,14.242100419392075,14.849166566769584,15.633132318271016
3420,"Blegdamsvej 8, 4 tv",2200,Frederiksberg,55.691438026074046,12.562659557034891,4,4,98,1515,10.7770377840674,47908,4695000,4001,-6.0,3.0,176,0.13556949028837428,1.082616066916819,0.04386947683697213,0.8328316462484513
3421,"Gothersgade 31, 1",1123,København,55.68200360833174,12.58279242444307,1,5,173,0,10.676438950794674,43323,7495000,5861,-6.3,2.0,176,0.8098994945627862,0.32475937637363816,0.789107888156567,1.0978438506324313
3422,"Antwerpengade 13, 1 5",2150,København,55.70730697946668,12.59598721613436,1,2,72,0,10.818377303494657,49930,3595000,2734,-4.1,8.0,177,1.006342461214799,3.0806098396816295,2.7695017688174994,3.2015192818129448
3423,"Nordre Fasanvej 64, 1 14",2000,Frederiksberg,55.68507869159846,12.52571296527823,1,2,61,0,10.638759878146722,41721,2545000,2656,-3.8,3.0,177,0.384388653903574,0.38485440082285,2.416688104765797,2.521266390533676
3424,"Ole Jørgensens Gade 5, 2 tv",2200,Frederiksberg,55.70044850878278,12.54058410484705,2,2,52,0,10.650436129564383,42211,2195000,2145,-4.4,3.0,177,0.657686263020997,2.175479497244671,1.7386859086459725,2.4070318562031643
3425,"Grækenlandsvej 120, st TV",2300,Tårnby,55.64524902352268,12.61999307577427,0,2,58,0,10.445695557530787,34396,1995000,4385,-4.8,4.0,177,0.9819500962412457,1.1677233948472816,4.178417037463057,5.515474636168
3426,"Islands Brygge 32B, 2 222",2300,Tårnby,55.660886963933045,12.56843815703553,2,3,185,5990,10.466184303712009,35108,6495000,6450,-4.4,4.0,177,1.4167316798216332,1.1392470485164345,1.185306209697884,2.597268726304248
3427,"Amagerbrogade 297, 1 TV",2300,Tårnby,55.64122765538661,12.61701437460968,1,3,66,0,10.412020550242234,33257,2195000,2878,-4.4,3.0,177,1.3216960564381919,1.4438467917724216,4.378011572609772,5.7669301856565305
