Address,Zip_code,Municipality,Latitude,Longitude,Floor,Rooms,Area,Land_area,log_sqm_price,Sqm_price,Price,Owner_expense,Yearly_expenses,First_year_expenses,log_yearly_sqm_exp,Price_development,Energy_saving,Days_on_market
"Parkvej 147, st TH",2630,Høje-Taastrup,55.65328804171198,12.31914545323935,0,3,87,0,10.040244985890988,22931,1995000,2280,95304.0,190304.0,6.998918942824614,0.0,4.0,63
"Forchhammersvej 14, 4 TV",1920,Frederiksberg,55.6799928652978,12.55176720865651,4,5,129,0,10.894421827406049,53875,6950000,3949,283158.0,628158.0,7.693947920356997,-2.1,2.0,63
"Sundkaj 4T, tv, A50",2150,København,55.7097156,12.5976617,0,5,138,0,10.804441271400046,49239,6795000,6162,304608.0,639608.0,7.699527297893827,0.0,5.0,63
"Gladsaxevej 107, 1 TH",2860,Gladsaxe,55.72962448662428,12.50997327515352,1,4,100,0,10.124629101179664,24950,2495000,4174,134982.0,254982.0,7.207726529209463,0.0,4.0,63
"Aldershvilevej 103A, 1 tv",2880,Furesø,55.76139962351387,12.45835670687756,1,4,90,0,10.307084249584264,29944,2695000,3240,130554.0,260554.0,7.279732542929312,0.0,3.0,63
"Robert Jacobsens Vej 5B, 5 th",2300,Tårnby,55.6234035666757,12.57542049917198,5,3,86,0,10.61248347565041,40639,3495000,6042,191298.0,361298.0,7.707240404337122,-2.8,9.0,63
"Bybjergvej 9, st th",2970,Rudersdal,55.8834428140943,12.49947842194378,0,2,59,0,10.265627535905919,28728,1695000,3094,94902.0,174902.0,7.383062615285825,0.0,2.0,63
"Aldershvilevej 125, 2 TH",2880,Furesø,55.76251344658412,12.45520223546592,2,3,83,2821,10.310950663306965,30060,2495000,3024,121182.0,241182.0,7.286208218939845,-3.9,3.0,63
"Sundkaj 4T, tv, A54",2150,København,55.7097156,12.5976617,0,5,138,0,10.833444475174097,50688,6995000,6162,311388.0,656388.0,7.721541316836841,0.0,5.0,63
"Buster Larsens Vej 1, 3 th",2500,København,55.65789863266762,12.50936608100975,3,3,100,0,10.595383951194421,39950,3995000,3966,183336.0,378336.0,7.513905627901214,0.0,8.0,63
"Roskildevej 98, st TV",2000,Frederiksberg,55.67254979955637,12.50073490493499,0,3,61,0,10.536672391923391,37672,2298000,2623,109371.6,224371.6,7.491632673289148,-8.0,3.0,63
"Sundkaj 1T, th, A6",2150,København,55.7097156,12.5976617,0,3,91,0,10.689692377847104,43901,3995000,4012,183888.0,378888.0,7.61122264909169,0.0,5.0,63
"Holmbladsgade 81, 2 TH",2300,Tårnby,55.66647795728593,12.61271202258487,2,2,52,0,10.650436129564383,42211,2195000,1817,96528.0,201528.0,7.526344682099116,0.0,4.0,63
"Vermlandsgade 34, 4 th",2300,Tårnby,55.66839713374133,12.60157743784598,4,4,99,0,10.735287364761383,45949,4549000,3786,199474.8,429474.8,7.608323341409481,0.0,5.0,63
"Sankt Thomas Alle 3, 4 TV",1824,Frederiksberg,55.67414918320627,12.54676600372071,4,7,172,0,10.97009304506915,58110,9995000,5709,407652.0,902652.0,7.770674671435077,-2.9,2.0,63
"Spaden C 2, 3 4",2630,Høje-Taastrup,55.6510512673779,12.27696275894887,3,1,35,0,10.126631103850338,25000,875000,2348,58086.0,98086.0,7.414331888458713,0.0,4.0,64
"Mølleåparken 99, st",2800,Rudersdal,55.79457905060446,12.50271644381665,0,2,61,0,10.658200088754228,42540,2595000,2972,123948.0,248948.0,7.616743537621322,0.0,4.0,64
"Borgergade 93, 1 th",1300,København,55.68646548057161,12.58733921396347,1,3,104,0,10.69607274530213,44182,4595000,3684,200292.0,425292.0,7.563140681625045,-8.0,0.0,64
"Bellahøjvej 152, 1 tv",2720,Frederiksberg,55.69540315731189,12.49957952589379,1,3,103,0,10.277702762639334,29077,2995000,3736,146676.0,291676.0,7.261252363335627,-3.2,3.0,64
"Borthigsgade 15, 1",2100,København,55.71152839097415,12.55729100471584,1,4,90,0,10.700724441620455,44388,3995000,1601,154956.0,349956.0,7.451086814304387,-6.0,3.0,64
"Farumgade 7, 3 th",2200,Frederiksberg,55.69777065439214,12.54239555618858,3,2,52,630,10.629730960585263,41346,2150000,3035,109470.0,214470.0,7.6521620995171755,-6.3,3.0,64
"Robert Jacobsens Vej 64, 5 1",2300,Tårnby,55.61831706319545,12.57223998256028,5,2,60,0,10.635446708881462,41583,2495000,2243,111810.0,231810.0,7.530211718919313,0.0,5.0,64
"Howitzvej 47, st",2000,Frederiksberg,55.68007263900151,12.52688529414777,0,5,144,0,10.859921648713133,52048,7495000,6571,333246.0,703246.0,7.746822935392168,-8.5,4.0,64
"Platanvej 7, 5 24",1810,Frederiksberg,55.67286807461038,12.54038107967972,5,2,63,0,10.769305705774984,47539,2995000,2880,136404.0,281404.0,7.6802416230831785,-6.3,4.0,64
"Ane Katrines Vej 10, 2 TH",2000,Frederiksberg,55.69134755523401,12.53533529173439,2,3,69,0,10.711190343993383,44855,3095000,2156,131106.0,281106.0,7.549654930697662,-3.1,3.0,64
"Grøndals Parkvej 8B, 2 TH",2720,Frederiksberg,55.69067696726901,12.51392866280093,2,2,55,0,10.49880137274731,36272,1995000,2343,96060.0,191060.0,7.465395089986345,0.0,3.0,64
"Tværbommen 39, 2 TV",2820,Gladsaxe,55.75143302365386,12.52081371060836,2,3,68,0,10.46098681649979,34926,2375000,3032,117144.0,232144.0,7.451651521058986,0.0,2.0,64
"Skanderborggade 5, 1 TV",2100,København,55.70529105650936,12.58406558952896,1,4,93,0,10.969111665377257,58053,5399000,5016,243214.8,513214.8,7.869100789332444,-1.7,4.0,64
"Rantzausgade 11, 6",2200,Frederiksberg,55.68563241256498,12.55170598931516,6,1,41,0,10.602691354678605,40243,1650000,1092,69204.0,149204.0,7.431241876699105,-10.8,3.0,64
"Istedgade 71, 4 TH",1650,København,55.66873951742773,12.55224203691557,4,2,54,0,11.01892418159454,61018,3295000,2655,143874.0,303874.0,7.887709148957909,0.0,4.0,64
"P. Knudsens Gade 10, 2 th",2450,København,55.65324173145136,12.53749450096377,2,2,61,0,10.395252673563377,32704,1995000,2344,96072.0,191072.0,7.361979325167208,0.0,3.0,64
"Saven B 2, 1 3",2630,Høje-Taastrup,55.65151387568903,12.27916391545358,1,4,116,0,9.825039406206987,18491,2145000,3687,117108.0,222108.0,6.917261673823097,0.0,4.0,64
"Elmelyparken 6A, 2 TV",2680,Solrød,55.53461377867694,12.21036731143461,2,2,69,12293,10.141007269794844,25362,1750000,2532,89874.0,174874.0,7.172057463799515,0.0,4.0,64
"Buddingevej 250, st 8",2860,Gladsaxe,55.74907336854504,12.49452027760123,0,2,39,0,10.433350805179256,33974,1325000,2013,69156.0,134156.0,7.480558455095021,0.0,3.0,64
"Pilegårdsvej 38, 2 tv",2860,Gladsaxe,55.71944236098636,12.46391476778128,2,2,55,0,10.308952660644293,30000,1650000,2509,86208.0,166208.0,7.357185074537565,-4.3,3.0,64
"Langøgade 17, 3 tv",2100,København,55.70881186325869,12.56878107504355,3,2,67,0,10.758200708677464,47014,3150000,3089,144018.0,299018.0,7.673000951355323,-3.1,4.0,64
"Ulrikkenborg Plads 10B, 1 TH",2800,Rudersdal,55.76793204745641,12.50164778351868,1,3,80,0,10.595058491479705,39937,3195000,3382,149208.0,304208.0,7.531069949943402,0.0,3.0,64
"Kompagnistræde 19, 1",1208,København,55.67710677388773,12.57558133465244,1,5,156,0,10.59823345445977,40064,6250000,8627,315564.0,625564.0,7.6122607857569555,0.0,5.0,64
"Fuglebakkevej 92, 6 Lejl. 5",2000,Frederiksberg,55.69520094298936,12.53141694052482,6,2,62,1995,10.519105530586836,37016,2295000,2630,109674.0,219674.0,7.478133223099568,-4.2,4.0,64
"Vingårds Alle 59, 3 th",2900,Gentofte,55.74144395494739,12.57584265903171,3,2,78,0,10.916251424078201,55064,4295000,3916,192906.0,402906.0,7.81324947591957,0.0,3.0,65
"Marstalsgade 6, st tv",2100,København,55.70347337471863,12.58472704786928,0,3,88,0,10.645948569648995,42022,3698000,3985,173175.6,358175.6,7.584724573109932,-5.1,4.0,65
"Marthagade 2, st",2100,København,55.71423022396201,12.56983313423148,0,2,66,0,10.688826419085547,43863,2895000,2969,134082.0,274082.0,7.6165520900460155,0.0,3.0,65
"Stockholmsgade 21, 4 th",2100,København,55.69031040660422,12.57699464749607,4,6,156,0,11.11701952211103,67307,10500000,6764,437118.0,962118.0,7.938102453261868,-4.5,3.0,65
"Kong Oscars Gade 6, 1 th",2100,København,55.71405862875776,12.57665051004126,1,3,83,0,10.703648880750555,44518,3695000,4346,177726.0,357726.0,7.669157709655674,-2.6,4.0,65
"Tycho Brahes Allé 11, 2 TH",2300,Tårnby,55.65546003930276,12.6112825410536,2,2,49,0,10.439483723444063,34183,1675000,2660,88950.0,168950.0,7.504009394983354,-6.7,4.0,65
"Øresundsvej 49, 4 TV",2300,Tårnby,55.6605219862156,12.61343523304557,4,3,78,0,10.710119656197318,44807,3495000,3309,158502.0,328502.0,7.6168136638268,0.0,3.0,65
"Haydnsvej 11, st TH",2450,København,55.64984936219444,12.52478517307883,0,4,92,0,10.545893917642873,38021,3498000,4886,177207.6,352207.6,7.563288628574873,0.0,2.0,65
"Albertslundvej 95, st TV",2625,Vallensbæk,55.65249798924155,12.35379116236006,0,4,104,0,9.861727618287896,19182,1995000,3435,109164.0,204164.0,6.956215718468689,0.0,4.0,65
"Plantevej 27, 3 TV",2870,Gentofte,55.73055674525553,12.52325054993073,3,2,55,0,10.447380380006315,34454,1895000,2299,92142.0,182142.0,7.423752959121277,0.0,3.0,65
"Bispeengen 7, st TH",2000,Frederiksberg,55.69358613942389,12.53534652348796,0,3,68,0,10.511485258054378,36735,2498000,2467,114279.6,239279.6,7.426895650987468,-10.6,3.0,65
"Turesensgade 9, 3 th",1368,København,55.6813224484746,12.56358493278678,3,2,45,0,11.00023143014421,59888,2695000,2191,117966.0,247966.0,7.8714892365652265,-5.4,4.0,65
"Lyngbyvej 19, 1 4",2100,København,55.70905254452157,12.56080831600567,1,3,81,0,10.58263722345222,39444,3195000,3041,145116.0,300116.0,7.490839546900837,0.0,4.0,65
"Bagsværd Hovedgade 81B, 1",2880,Furesø,55.75928070131638,12.45729195932716,1,2,79,0,10.08526729590903,23987,1895000,1887,87198.0,177198.0,7.006488821387204,0.0,3.0,65
"Strandvejen 8, 1 th",2100,København,55.71684516903035,12.57760633051145,1,5,145,0,10.81907803929589,49965,7245000,4079,294702.0,654702.0,7.61698621284479,0.0,3.0,65
Egelykkeparken 27C,2670,Greve,55.59668285286497,12.33992486925595,0,4,83,0,10.138124797561552,25289,2099000,3134,108760.8,213760.8,7.178065646568214,-4.4,4.0,65
"Elmelyparken 7B, 4 4",2680,Solrød,55.53434250212974,12.21145488787559,4,3,130,0,10.281649978116283,29192,3795000,4175,179064.0,364064.0,7.227964112363877,0.0,4.0,65
"Landskronagade 57, st TH",2100,København,55.71270170287789,12.56859459211305,0,3,71,0,10.68260598601082,43591,3095000,2791,138726.0,288726.0,7.577576166632842,0.0,3.0,65
"Margretheholmsvej 62, 2 TH",1432,København,55.6860472167412,12.6156642673311,2,2,88,0,10.723201302550953,45397,3995000,2775,169044.0,364044.0,7.5605775005701,0.0,8.0,65
"Søndre Fasanvej 87C, st 2",2000,Frederiksberg,55.66877743921159,12.51818396664747,0,3,87,0,10.558543381973351,38505,3350000,3419,154758.0,319758.0,7.483709766840382,0.0,4.0,65
"Strandvejen 427, 1 TH",2930,Lyngby-Taarbæk,55.77612743356585,12.59023681342219,1,3,103,0,10.903181493116058,54349,5598000,7404,278613.6,558613.6,7.90285216641287,0.0,5.0,65
"Korsørgade 44, 1 tv",2100,København,55.70707005015116,12.58534338595208,1,2,61,0,10.941553341336204,56475,3445000,2430,146094.0,316094.0,7.781131664960369,-1.4,4.0,65
"Holsteinsgade 12A, 1 tv",2100,København,55.69827378917952,12.58296092460543,1,3,70,0,10.952051385718224,57071,3995000,4116,185136.0,380136.0,7.88035072706676,0.0,2.0,65
"Bohrsgade 2, 9 Lejl. 4",1799,København,55.66368292937633,12.53555818070394,9,4,163,0,10.589685644007867,39723,6475000,7393,308466.0,628466.0,7.545616704750252,-3.3,8.0,65
"Hovedvejen 154, 2 20",2600,Albertslund,55.66570353524514,12.38983732526693,2,2,81,0,10.088887698939681,24074,1950000,2093,91386.0,186386.0,7.02839841817112,0.0,4.0,65
"Nygårdsvej 41C, 4 th",2100,København,55.7113955420571,12.57052992944104,4,3,74,0,10.703851025734117,44527,3295000,4320,163854.0,323854.0,7.702665973197284,-5.7,4.0,65
"Marstalsgade 28, st tv",2100,København,55.70386750842116,12.58877596277014,0,2,54,0,10.566072427513433,38796,2095000,2015,95514.0,195514.0,7.478044066018916,0.0,3.0,65
"Ørestads Boulevard 57A, 9 909",2300,Tårnby,55.63442746630914,12.5821956341611,9,5,152,0,10.565711500442564,38782,5895000,5386,264786.0,554786.0,7.462796710710407,0.0,5.0,65
"Porcelænshaven 5C, st TH",2000,Frederiksberg,55.67806697404785,12.52377664219842,0,4,125,0,11.001432952216534,59960,7495000,5562,321138.0,691138.0,7.851312478968567,0.0,4.0,65
"Flensborggade 34, 2 TH",1669,København,55.6659033767824,12.54740328702329,2,2,59,0,10.800941990063988,49067,2895000,3571,141306.0,281306.0,7.781145586710389,0.0,4.0,65
"Tyrolsgade 13, st TH",2300,Tårnby,55.65940531432156,12.60860820318033,0,4,111,0,10.412952250662777,33288,3695000,2425,154674.0,334674.0,7.239544753897054,-7.5,3.0,65
Carit Etlars Vej 6B,1814,Frederiksberg,55.67303598258015,12.54079403396116,0,3,78,0,11.0581808229708,63461,4950000,3466,209562.0,454562.0,7.896066090593092,0.0,2.0,65
"Østerbrogade 149, 2 tv",2100,København,55.71389754308171,12.57724102983861,2,5,163,0,10.608513895626151,40478,6598000,5128,285201.6,615201.6,7.467201376797956,-2.9,2.0,65
"Topperne 6, 3 34",2620,Albertslund,55.67097931088109,12.34076917197338,3,2,49,0,10.084933726294128,23979,1175000,2382,68664.0,123664.0,7.245160025287429,0.0,4.0,65
"Gudenåvej 18, 1 tv",2720,Frederiksberg,55.69111979994636,12.51447780778901,1,2,55,0,10.573621958787001,39090,2150000,2079,97998.0,202998.0,7.485369164048723,0.0,3.0,66
"Sortedam Dossering 79A, 2",2100,København,55.69586857019016,12.57417543843894,2,5,180,0,10.773734345908876,47750,8595000,6767,372888.0,797888.0,7.636076534549736,-4.4,4.0,66
"C.F. Richs Vej 142, 2 TH",2000,Frederiksberg,55.68745508673831,12.50365967630775,2,4,81,0,10.613467267756123,40679,3295000,3852,158238.0,318238.0,7.577406353074904,0.0,3.0,66
"Amerika Plads 23, 2 mf",2100,København,55.70004802249364,12.59331366075712,2,3,87,0,10.783487674309246,48218,4195000,3316,182316.0,387316.0,7.647588605577183,-3.5,8.0,66
"Stengade 52B, 4 3",2200,Frederiksberg,55.68695324147212,12.55453168859909,4,1,39,0,10.78053837107268,48076,1875000,1579,82758.0,172758.0,7.660114319173928,0.0,2.0,66
"Vangedevej 226B, 1 TV",2870,Gentofte,55.73018080720801,12.52444357836038,1,2,61,0,10.37245939967773,31967,1950000,2366,94662.0,189662.0,7.347194067312198,0.0,3.0,66
"Vejlebrovej 118, 1 TH",2635,Ishøj,55.61229206671316,12.36290431921977,1,2,76,0,10.069764412161227,23618,1795000,2575,92064.0,177064.0,7.099505926064944,0.0,4.0,66
Slotsbakken 47,2970,Rudersdal,55.90194678944454,12.50642766545548,0,2,76,0,10.295698544965877,29605,2250000,3280,115800.0,225800.0,7.328886503834701,0.0,4.0,66
"Holmbladsgade 81, 1 TV",2300,Tårnby,55.66646945730601,12.61269532981102,1,2,52,0,10.554900864611765,38365,1995000,2137,93588.0,188588.0,7.495413730537071,-9.1,4.0,66
"Bagsværdvej 71A, st TV",2800,Rudersdal,55.76536935817288,12.48617124596828,0,3,80,0,10.306850452552423,29937,2395000,3552,124128.0,239128.0,7.347041935565812,0.0,2.0,66
"Ordrup Jagtvej 92, 1",2920,Gentofte,55.7559961273902,12.58435088146815,1,4,96,0,10.95499076321729,57239,5495000,4148,236370.0,506370.0,7.8088054614400075,0.0,3.0,66
"Pærevangen 8, 1 MF",2765,Egedal,55.74242344958242,12.31281761772152,1,2,56,0,10.257027587779373,28482,1595000,2475,84084.0,159084.0,7.314219887423385,-5.9,4.0,66
"Kronprinsesse Sofies Vej 43, 4 tv",2000,Frederiksberg,55.69093299963995,12.53567987478593,4,3,67,0,10.818277158284015,49925,3345000,1801,135156.0,300156.0,7.609492326444731,-4.3,3.0,66
"Holmbladsgade 111B, 2 TH",2300,Tårnby,55.66758814817106,12.61683945584645,2,4,117,0,10.641536394447272,41837,4895000,3001,202266.0,442266.0,7.455165007006311,0.0,3.0,66
"Munkensvej 7, 4 tv",2000,Frederiksberg,55.6938885928101,12.53421173725976,4,2,64,0,10.61019241102814,40546,2595000,2608,119580.0,244580.0,7.532857799075224,-3.0,3.0,66
"Brannersvej 3, 2 tv",2920,Gentofte,55.7561355806079,12.57061905063555,2,3,104,0,10.525648805362787,37259,3875000,3247,170574.0,360574.0,7.4025336000012505,-3.1,4.0,66
"Roskildevej 153, st th",2500,København,55.67218639023514,12.4907743904801,0,2,62,0,10.380994213509263,32241,1999000,1858,90058.8,190058.8,7.281083684271334,-4.6,4.0,66
"Peter Bangs Vej 101, 2 TV",2000,Frederiksberg,55.67839280832071,12.49984110473185,2,4,103,0,10.565814635756187,38786,3995000,4413,188700.0,383700.0,7.513184743127006,0.0,3.0,66
"Skeltoftevej 2, 1 tv",2800,Rudersdal,55.76449177235438,12.48129253696161,1,3,76,1920,10.358155438089856,31513,2395000,4214,132072.0,247072.0,7.460369167121374,-4.0,2.0,66
"Mathildevej 20, 1 TV",2000,Frederiksberg,55.67575597940812,12.51626509191752,1,4,87,0,10.830065192278418,50517,4395000,3738,194160.0,409160.0,7.7105297217459,0.0,2.0,66
"Eliasgade 4, st tv",2300,Tårnby,55.66521169022808,12.61631774431615,0,3,82,0,10.505724857736231,36524,2995000,2339,129912.0,274912.0,7.367893329880671,0.0,2.0,66
"Øresundsvej 47A, 3 th",2300,Tårnby,55.66041140309591,12.61291603278591,3,2,61,0,10.46774967239129,35163,2145000,2056,97536.0,202536.0,7.377102955432952,-2.3,1.0,66
"Dalstrøget 87, 2 mf",2870,Gentofte,55.73682348449682,12.51887532355975,2,1,44,0,10.364198134870271,31704,1395000,2113,72960.0,137960.0,7.413476990829952,0.0,3.0,66
"Toftegårds Plads 6, 2 th",2500,København,55.66227076136836,12.51775864963884,2,4,110,0,10.500811921918736,36345,3998000,3059,172233.6,372233.6,7.356126608100759,0.0,1.0,66
"Martensens Alle 4A, 4 th",1828,Frederiksberg,55.67472625133004,12.54204478502037,4,4,107,0,10.846517581599905,51355,5495000,3216,225186.0,495186.0,7.651853171890621,-6.1,3.0,66
"Valdemarsgade 44, 4 TV",1665,København,55.66725165312074,12.5489730889295,4,2,57,0,10.93403511029011,56052,3195000,2308,136320.0,291320.0,7.779709074228593,0.0,2.0,66
"Rundholtsvej 28, 13 1",2300,Tårnby,55.65355792410865,12.56444694448427,1,2,95,0,11.14794469438261,69421,6595000,3899,270672.0,595672.0,7.954786143114532,0.0,7.0,66
"Adelgade 1, 5 Lejl. 51",1304,København,55.68249791420261,12.58218515252693,5,3,116,0,10.341452118734878,30991,3595000,3713,166740.0,341740.0,7.27060080085824,-20.0,4.0,66
"Gråbrødretorv 21, 3",1154,København,55.67944333633624,12.57531733348948,3,4,91,0,10.807604483478574,49395,4495000,3556,195366.0,415366.0,7.671770494886774,-4.3,5.0,67
"Clarasvej 1C, st 4",2920,Gentofte,55.76619474326878,12.58335782223083,0,2,53,0,10.404808146287813,33018,1750000,2351,87702.0,172702.0,7.411408069565226,0.0,3.0,67
Ved Slusen 32Z,2300,Tårnby,55.64181217731311,12.55307678154435,0,3,60,0,10.413312675968536,33300,1998000,2732,100509.6,200509.6,7.423663962085254,0.0,5.0,67
"Brønshøjvej 9, st tv",2700,København,55.70253517840025,12.49794064504926,0,3,93,4305,10.589887018388692,39731,3695000,3121,163026.0,343026.0,7.469065483117857,0.0,3.0,67
"Kompagnistræde 24, 2",1208,København,55.67685468329211,12.57466720068986,2,3,87,0,10.73463425375284,45919,3995000,3346,175896.0,370896.0,7.611740071619212,-2.4,5.0,67
"Frederiksborggade 9, 1",1360,København,55.68314806452173,12.57253633724146,1,3,92,101,10.751156772532244,46684,4295000,3165,183894.0,393894.0,7.600326206583713,-4.4,2.0,67
"Islands Brygge 63C, st TH",2300,Tårnby,55.66241461503066,12.57124965885656,0,3,118,0,10.65325133351497,42330,4995000,4823,227520.0,472520.0,7.564308801131348,-0.1,4.0,67
"Store Mølle Vej 19, 6",2300,Tårnby,55.66817502929431,12.60209792964845,6,4,121,3389,10.993092732044262,59462,7195000,4385,296844.0,651844.0,7.805171481669412,0.0,5.0,67
"Mortonsvej 23, 2 TH",2800,Rudersdal,55.7729071318405,12.49207684308994,2,3,90,0,11.106625008055381,66611,5995000,5513,269700.0,564700.0,8.005255838797556,0.0,4.0,67
"Gudenåvej 1, 3 th",2720,Frederiksberg,55.68998967818718,12.51124053613524,3,3,76,0,10.547759565313937,38092,2895000,3913,145410.0,285410.0,7.5565792772212,0.0,2.0,67
"Sydvestvej 27, 1 2",2600,Albertslund,55.66312845916946,12.39354328412703,1,4,103,0,10.342355198944619,31019,3195000,3650,152424.0,307424.0,7.299692401921285,0.0,8.0,67
"Eskildsgade 64, 4",1657,København,55.66910647704343,12.55695268944776,4,4,95,0,10.840600000102581,51052,4850000,3222,203244.0,443244.0,7.668285615078581,-2.9,3.0,67
"H.C. Hansens Gade 5, 2 th",2300,Tårnby,55.66308664848649,12.57349019766131,2,4,120,0,10.81893793141259,49958,5995000,5724,272232.0,567232.0,7.726918180124942,0.0,4.0,67
"Skovbogårds Allé 11A, 1",2500,København,55.66507010895504,12.52422990537447,1,7,264,1773,10.590918426099964,39772,10500000,6920,438990.0,963990.0,7.416282809608266,0.0,2.0,67
"H.P. Ørums Gade 8, 2",2100,København,55.71022165216535,12.56018217372461,2,3,88,0,10.626023617989862,41193,3625000,2384,151578.0,331578.0,7.4515188084479504,0.0,4.0,67
"Frydendalsvej 9, 2",1809,Frederiksberg,55.67317685147852,12.53622441283412,2,3,115,542,10.986749288699293,59086,6795000,4220,281304.0,616304.0,7.802259085707876,-2.9,2.0,67
"Vanløse Allé 15, 3",2720,Frederiksberg,55.69173762060517,12.50388392617335,3,3,92,0,10.45530155697943,34728,3195000,5290,172104.0,327104.0,7.53406564718148,0.0,3.0,67
"Doris Lessings Vej 27, 4 th",2300,Tårnby,55.63655234261251,12.57563381293475,4,4,107,0,10.645639160023887,42009,4495000,4196,203046.0,423046.0,7.548358998877115,0.0,9.0,67
"Oscar Pettifords Vej 23, 7 TH",2450,København,55.64680260138225,12.55524638404935,7,4,137,0,11.035582972020785,62043,8500000,5867,358554.0,783554.0,7.86985362946555,0.0,4.0,67
"Jernbane Allé 8, st th",2720,Frederiksberg,55.68436059714809,12.49330831268542,0,3,89,0,10.520185560932667,37056,3298000,3013,147951.6,312951.6,7.416004102502086,-2.9,3.0,67
"Rosenvængets Hovedvej 22, 2 tv",2100,København,55.70096840048848,12.58613750122162,2,2,53,0,10.892526761440571,53773,2850000,2969,132408.0,272408.0,7.8233514300682545,-4.8,3.0,67
"Mølleåparken 11, 1 th",2800,Rudersdal,55.79491576239864,12.50415122147178,1,4,90,0,10.50960517412297,36666,3300000,3938,159126.0,324126.0,7.477641949877332,0.0,4.0,67
"Bremensgade 31, st tv",2300,Tårnby,55.66584766791427,12.61731506645078,0,2,61,0,10.61890979160975,40901,2495000,2342,112998.0,232998.0,7.524251534249491,0.0,4.0,67
"Carl Langes Vej 48, 2 tv",2500,København,55.6636710500383,12.50087989911002,2,3,80,0,10.530414799175965,37437,2995000,2473,131520.0,276520.0,7.404887575616125,0.0,4.0,67
"Rådmand Steins Alle 27, 3 tv",2000,Frederiksberg,55.67285089999442,12.49680008600016,3,3,81,8830,10.48542380376007,35790,2899000,3616,141664.8,286664.8,7.466769828008607,0.0,3.0,67
"Frederikssundsvej 50, 1 3",2400,København,55.70288105252353,12.53105939090762,1,2,69,0,10.272046599948313,28913,1995000,2397,96708.0,191708.0,7.245344903515252,0.0,3.0,67
"Nørgaardsvej 22G, 1 TV",2800,Rudersdal,55.76982146326915,12.50979245228921,1,2,56,0,10.480802917570951,35625,1995000,2610,99264.0,194264.0,7.480186555801062,0.0,2.0,67
"Mortonsvej 15, 2 TV",2800,Rudersdal,55.77249548403451,12.49200809349956,2,3,84,0,11.208436274202066,73750,6195000,5368,274740.0,579740.0,8.092763676035883,0.0,4.0,67
"Søborg Hovedgade 21, 1 TH",2870,Gentofte,55.72966038483248,12.52221369421732,1,4,100,0,10.273325483001141,28950,2895000,3309,138162.0,278162.0,7.231012002697583,0.0,3.0,67
"Willemoesgade 19, 4 TV",2100,København,55.69797475355741,12.58150061524307,4,5,122,0,10.942279062885698,56516,6895000,4201,284466.0,624466.0,7.754347972765015,0.0,3.0,67
"Vangedevej 163, 1",2870,Gentofte,55.73695812075282,12.52421036309897,1,3,88,0,10.589484229067233,39715,3495000,2349,146982.0,316982.0,7.4207285948055866,-2.8,1.0,67
"Lergravsvej 5, 2 TV",2300,Tårnby,55.66216944782107,12.61458934334208,2,2,57,0,10.46310334047155,35000,1995000,2300,95544.0,190544.0,7.424290885513712,-9.1,3.0,67
"Prinsessegade 4A, 2 64",1422,København,55.67042180768683,12.59110380421711,2,2,49,1778,10.971004692720294,58163,2850000,1862,119124.0,259124.0,7.796099948267096,-3.4,3.0,67
"Strandboulevarden 119, 3 TV",2100,København,55.70898747302134,12.58403808624216,3,3,67,0,10.819778284410283,50000,3350000,2654,145578.0,310578.0,7.683774685036068,0.0,2.0,67
"Sankt Hans Gade 28, 1",2200,Frederiksberg,55.69056336321528,12.56181585041703,1,4,102,0,10.75809435172215,47009,4795000,3004,198912.0,433912.0,7.575644981562939,-4.0,4.0,67
"Trelleborggade 6, th",2150,København,55.70627605122692,12.59219786568534,0,4,142,0,10.963203075574292,57711,8195000,6407,355008.0,760008.0,7.824068545813645,0.0,8.0,67
"Løvspringsvej 4B, 1 TH",2920,Gentofte,55.76007571632476,12.57858606378207,1,2,54,0,10.354180933247363,31388,1695000,1862,80118.0,160118.0,7.302271780347745,-3.1,3.0,67
"Birketinget 2D, 2 421",2300,Tårnby,55.65607733850466,12.60007909310098,2,1,42,0,10.374209673604785,32023,1345000,1951,69156.0,134156.0,7.406450482941298,-6.9,4.0,67
"Borups Alle 150A, 4 tv",2000,Frederiksberg,55.69523602667852,12.52957339888353,4,4,104,0,11.079909287774774,64855,6745000,4851,287016.0,622016.0,7.92290234317538,-3.6,7.0,67
"Vejlegårdsparken 14, st 8",2665,Vallensbæk,55.62457332635248,12.38415339929886,0,3,88,0,9.977388360375663,21534,1895000,3578,107490.0,197490.0,7.107816284488902,0.0,3.0,67
"Parmagade 36, 4 TH",2300,Tårnby,55.65312318609011,12.61582225717294,4,3,62,0,10.602641655359475,40241,2495000,2379,113442.0,233442.0,7.511912587030892,-0.2,3.0,67
"Aksel Møllers Have 14, 1 TV",2000,Frederiksberg,55.68566632607453,12.53216412855745,1,4,90,0,10.8308171315255,50555,4550000,3756,199482.0,424482.0,7.70366961534731,0.0,3.0,67
"Kongelysvej 10, A",2640,Roskilde,55.64459651785447,12.20140264354813,0,4,125,0,10.150035081629355,25592,3199000,2867,142846.8,302846.8,7.041214268985653,0.0,9.0,68
"Lyshøjgårdsvej 89, 4 mf",2500,København,55.66326159348522,12.50922615192026,4,1,37,0,10.46310334047155,35000,1295000,1792,65718.0,125718.0,7.482210226907577,-4.0,3.0,68
