Address,Zip_code,Municipality,Latitude,Longitude,Floor,Rooms,Area,Land_area,log_sqm_price,Sqm_price,Price,Owner_expense,Yearly_expenses,First_year_expenses,log_yearly_sqm_exp,Price_development,Energy_saving,Days_on_market
"Tværbommen 21, 2 TH",2820,Gladsaxe,55.75081877225931,12.52059889444122,2,3,63,0,10.40232156344974,32936,2075000,2875,105090.0,205090.0,7.4194376784681095,0.0,2.0,31
"Søndergårds Allé 23, st th",2760,Ballerup,55.7456025412246,12.31994109341856,0,3,70,0,10.377918865109015,32142,2250000,3375,116940.0,226940.0,7.420921019680303,0.0,5.0,31
"Rødovrevej 309, 2 TV",2610,Rødovre,55.69521009120346,12.4594767770592,2,3,83,0,10.205368344387722,27048,2245000,3274,115542.0,225542.0,7.238548771411345,-4.5,3.0,31
"Christian Langes Plads 13, TH",2450,København,55.65583262620467,12.56074147254089,0,4,150,0,11.136528747609411,68633,10295000,5970,420954.0,930954.0,7.939643548940597,0.0,6.0,31
"Rialtovej 16, 2",2300,Tårnby,55.65888746389517,12.61854924085046,2,3,89,0,10.578190682516476,39269,3495000,2081,143766.0,313766.0,7.387305887081414,0.0,2.0,31
"Leen B 5, 1 3",2630,Høje-Taastrup,55.65121400886547,12.27288994762267,1,4,116,0,9.801454826970977,18060,2095000,4234,122142.0,222142.0,6.959349390188737,0.0,3.0,31
Morbærhegnet 22,2670,Greve,55.58553390968322,12.27365551904307,0,4,84,0,10.124228219234027,24940,2095000,2225,98034.0,198034.0,7.062252837415565,0.0,4.0,31
"Tagensvej 56, 1 th",2200,Frederiksberg,55.70043042788907,12.55271512134988,1,3,68,1469,10.623812061100866,41102,2795000,2518,125280.0,260280.0,7.518798806048523,0.0,3.0,31
"Ådalsvej 65, 1 th",2720,Frederiksberg,55.69359411141848,12.49648862546317,1,2,63,2807,10.31158253283031,30079,1895000,2460,94074.0,184074.0,7.308702259196973,0.0,3.0,31
"Vanløse Allé 68, 1 tv",2720,Frederiksberg,55.68914983234208,12.49562994621242,1,2,59,1810,10.570008377028364,38949,2298000,2994,113823.6,228823.6,7.56486771663893,0.0,2.0,31
"Herlev Hovedgade 99A, 1 th",2730,Herlev,55.72188004417073,12.44407455777581,1,3,73,0,10.302062309939538,29794,2175000,2678,106116.0,211116.0,7.281828673215344,0.0,3.0,32
"Nyborggade 10, 6 tv",2100,København,55.70963945666517,12.57895371753708,6,3,89,0,10.829827620263284,50505,4495000,3389,193362.0,413362.0,7.683682988992643,-4.3,3.0,32
"Rossinisvej 2, st TV",2450,København,55.64643741152739,12.52524154985121,0,2,52,0,10.476724436423515,35480,1845000,1777,84018.0,174018.0,7.387542622002405,0.0,4.0,32
"Vigerslevvej 42, 1 TV",2500,København,55.66943732281355,12.4891134438082,1,3,78,0,10.37467797726143,32038,2499000,2966,120304.8,245304.8,7.341074974726562,0.0,3.0,32
"Hyldegårds Tværvej 15A, 1 th",2920,Gentofte,55.76151875382676,12.57997821823961,1,2,50,0,10.542706391070517,37900,1895000,2242,91458.0,181458.0,7.511612124061751,0.0,0.0,32
"Carl Th. Zahles Gade 8, 4 MF",2300,Tårnby,55.66226029138684,12.57438512524229,4,3,91,0,10.638328347645203,41703,3795000,3966,176556.0,361556.0,7.570533878969097,0.0,5.0,32
"Store Kongensgade 100, 72",1264,København,55.68629190626743,12.58958346422753,7,2,53,0,11.15354686945718,69811,3700000,2407,154314.0,339314.0,7.976452853022799,0.0,6.0,32
"P.D. Løvs Allé 9B, 3 th",2200,Frederiksberg,55.69758017607823,12.55022733855879,3,2,53,625,10.817876477120686,49905,2645000,2033,114210.0,244210.0,7.675502224492531,0.0,3.0,32
"Prins Constantins Vej 7, st mf",2000,Frederiksberg,55.68827677044096,12.53892574019554,0,2,60,0,10.818096871627745,49916,2995000,2442,131148.0,276148.0,7.689737173242573,0.0,2.0,32
"Emdrupvej 113, st 1",2400,København,55.72255052893353,12.54118406581067,0,2,72,0,10.178046390796494,26319,1895000,3808,110250.0,200250.0,7.333839674293037,-5.0,4.0,32
"Ingerslevsgade 108, st TH",1705,København,55.66515178045361,12.5568957994546,0,4,95,0,10.78768888290167,48421,4600000,2332,183924.0,413924.0,7.5684010161863675,0.0,4.0,32
"Birkegade 15B, st TH",2200,Frederiksberg,55.6904941460558,12.55800511164552,0,2,56,0,10.781557071590086,48125,2695000,2536,122106.0,252106.0,7.687293108205454,-3.6,3.0,32
"Backersvej 6, 2 th",2300,Tårnby,55.66047877885143,12.61794863508319,2,3,77,0,10.70862323504412,44740,3445000,3087,153978.0,323978.0,7.600759592194172,-9.2,2.0,32
"Lauravej 13, 5",2500,København,55.66831155030145,12.51028314973661,5,4,81,0,10.449960203748262,34543,2798000,3627,138369.6,278369.6,7.443234490186784,0.0,3.0,32
"Johannes V. Jensens Alle 2, 2 4",2000,Frederiksberg,55.67198781217407,12.4961661588922,2,4,151,0,10.301189270026459,29768,4495000,6687,232938.0,452938.0,7.34124776590291,0.0,2.0,32
"Ved Vænget 1, 4 tv",2100,København,55.70181837572306,12.58320599768563,4,4,91,0,11.008479448168277,60384,5495000,3382,227178.0,497178.0,7.822629623637945,0.0,3.0,32
"Ermelundsvej 90A, st TH",2820,Gladsaxe,55.76316618589139,12.53648020052951,0,3,111,0,10.896905978325732,54009,5995000,3508,245640.0,540640.0,7.702092127131001,-6.3,4.0,32
Æbeløgade 23A,2100,København,55.71188692874753,12.56042936276483,0,5,123,0,10.336989269338149,30853,3795000,4597,184128.0,369128.0,7.311202091538802,-5.0,3.0,32
"Ågade 94, 1 tv",2200,Frederiksberg,55.68690856036792,12.54395899135208,1,3,82,0,10.616241262734992,40792,3345000,2426,142656.0,307656.0,7.461472169481287,0.0,3.0,32
"Vigerslevvej 59B, 2 TH",2500,København,55.66770124480564,12.48755884492798,2,3,65,0,10.380652974809484,32230,2095000,2810,105054.0,205054.0,7.387842512758735,0.0,1.0,32
"Betty Nansens Alle 49, 3 th",2000,Frederiksberg,55.67056157956895,12.50014352385153,3,5,129,11330,10.695280253553513,44147,5695000,5936,264606.0,544606.0,7.626184801781191,0.0,4.0,32
"Bremensgade 24, 1 th",2300,Tårnby,55.66520513799237,12.61653985442978,1,5,126,0,10.364261216403174,31706,3995000,3753,180780.0,375780.0,7.268754194400924,0.0,2.0,32
"Hedekæret 9, 2 th",2640,Roskilde,55.65430494752127,12.19766371972766,2,2,70,2992,10.033857703697983,22785,1595000,3320,94224.0,169224.0,7.204934963134993,0.0,2.0,32
"Prisholmvej 7, 1 TV",2500,København,55.66040806318687,12.48285369622369,1,2,53,0,10.314570186094999,30169,1599000,4237,105046.8,185046.8,7.5918693305721465,-5.9,1.0,32
"Store Kongensgade 100, 75",1264,København,55.68629190626743,12.58958346422753,7,1,34,0,11.24465378603827,76470,2600000,1696,108492.0,238492.0,8.068071191909205,0.0,6.0,32
"Store Kongensgade 100, 69",1264,København,55.68629190626743,12.58958346422753,6,2,51,0,11.19201747461982,72549,3700000,2332,153414.0,338414.0,8.009069795694137,0.0,6.0,32
"Kretavej 49, 2 TV",2300,Tårnby,55.65376393409242,12.62335607147509,2,2,55,0,10.594357141352015,39909,2195000,1916,97716.0,202716.0,7.482487406022661,0.0,2.0,33
"Dag Hammarskjölds Allé 5, 4 tv",2100,København,55.69365538553389,12.5834613194244,4,7,237,0,10.598208494084364,40063,9495000,7076,407106.0,877106.0,7.448768731640845,0.0,3.0,33
"Poppelgade 14, 5 tv",2200,Frederiksberg,55.6922371370194,12.55867300432262,5,2,53,0,10.909911450209336,54716,2900000,1918,121326.0,266326.0,7.7359445030116625,0.0,3.0,33
"Stengade 52A, st TV",2200,Frederiksberg,55.68695324147212,12.55453168859909,0,2,41,0,10.792571513972067,48658,1995000,1430,85104.0,180104.0,7.638057250277791,0.0,2.0,33
"Degnemose Allé 29B, st 1",2700,København,55.7022858844034,12.50635732673602,0,1,33,0,10.497145834595331,36212,1195000,1762,61968.0,116968.0,7.537865840288053,0.0,3.0,33
"Skodsborgvej 302, 2 tv",2850,Rudersdal,55.81495838154201,12.53300526454479,2,3,79,0,10.31943090493192,30316,2395000,3459,123012.0,238012.0,7.35058933810438,0.0,3.0,33
"Solitudevej 6, st TV",2200,Frederiksberg,55.68982463611654,12.55442639177945,0,3,80,0,10.768484990022733,47500,3800000,3827,174744.0,364744.0,7.689050690068775,-5.0,3.0,33
"Rødovre Parkvej 213, 1",2610,Rødovre,55.67998336444387,12.45133619224291,1,1,47,0,10.14348822091676,25425,1195000,1890,63504.0,118504.0,7.208710573312788,0.0,3.0,33
"Wilkensvej 9, st tv",2000,Frederiksberg,55.68209648373485,12.5162139535601,0,2,70,0,10.482485711405168,35685,2498000,2367,113079.6,238079.6,7.387352032433199,0.0,3.0,33
"Duevej 118, 1 TV",2000,Frederiksberg,55.69339923362939,12.53122249042208,1,2,62,0,10.785311055528036,48306,2995000,2773,135120.0,280120.0,7.68678416643659,0.0,4.0,34
"Herninggade 9, 5 TV",2100,København,55.70760569213255,12.58824312361149,5,2,65,0,10.704098036345602,44538,2895000,2628,129990.0,269990.0,7.600825533506428,0.0,3.0,35
"Herninggade 3, st TH",2100,København,55.70726831176517,12.5884032685108,0,1,51,1163,10.669861960365004,43039,2195000,2520,104964.0,209964.0,7.62954708048353,0.0,3.0,35
"C.F. Møllers Allé 40, 10 TH",2300,Tårnby,55.63476305816875,12.57717148426466,1,3,93,0,10.667931614978107,42956,3995000,3700,180144.0,375144.0,7.568912316889656,0.0,5.0,35
"Folkvarsvej 30, 1 th",2000,Frederiksberg,55.683327256739,12.53220769321166,1,2,45,0,10.95856583918051,57444,2585000,2880,122472.0,247472.0,7.908975221641597,0.0,3.0,35
"Tesdorpfsvej 41, 2",2000,Frederiksberg,55.68656836251645,12.51610637809105,2,2,96,0,10.839365202168324,50989,4895000,3549,208842.0,448842.0,7.684985072720239,0.0,2.0,35
"Lundsfrydvej 9C, 2 tv",2500,København,55.65988480028484,12.49018721150063,2,2,52,0,10.33113806777952,30673,1595000,3218,93000.0,168000.0,7.489111053553966,0.0,3.0,35
"Herninggade 19, 1 TH",2100,København,55.70807944621058,12.5880317871646,1,2,65,0,10.704098036345602,44538,2895000,3048,135030.0,275030.0,7.638864985059451,0.0,3.0,35
"Ved Sønderport 20, st TH",2300,Tårnby,55.66666742478277,12.60168882290406,0,2,63,0,10.625950787430126,41190,2595000,2332,116268.0,241268.0,7.520518423781472,0.0,3.0,35
"Artillerivej 120, 1 TH",2300,Tårnby,55.65832254612903,12.57035177362303,1,3,102,0,10.737026911613315,46029,4695000,4188,209730.0,439730.0,7.62860345488987,0.0,5.0,35
"Østerdalsgade 5, 2 th",2300,Tårnby,55.65514281475991,12.60250606542908,2,3,74,0,10.46501579627588,35067,2595000,2397,117048.0,242048.0,7.366274292853828,0.0,3.0,35
"Trekronergade 35, 1 tv",2500,København,55.65845714704056,12.51999282286978,1,3,84,0,10.5144752032011,36845,3095000,3160,143154.0,293154.0,7.440859454009987,0.0,1.0,35
"Ved Sønderport 24, 2 tv",2300,Tårnby,55.66683396935722,12.60152914198697,2,2,68,0,10.607599400820764,40441,2750000,2993,129306.0,264306.0,7.55042926221952,0.0,3.0,35
"Islands Brygge 46, th",2300,Tårnby,55.65764655883498,12.56577319723837,0,5,114,0,10.819598268208338,49991,5699000,4929,252340.8,537340.8,7.702337385407962,0.0,5.0,35
"Rebæk Søpark 3, 15 Lejl. 1511",2650,Hvidovre,55.66348946583747,12.4572157944338,1,2,61,8938,10.037493832383863,22868,1395000,1774,68892.0,133892.0,7.029421475782326,0.0,3.0,35
"Lange-Müllers Gade 23, 1 TV",2100,København,55.71232021368942,12.56687150093466,1,2,64,0,10.611350916931753,40593,2598000,2459,117573.6,247573.6,7.515936716089468,0.0,3.0,35
"Kulsviervej 77, 1 th",2800,Rudersdal,55.79393129047585,12.51248964979093,1,2,54,0,10.293398993717526,29537,1595000,3278,93720.0,168720.0,7.459082846057457,-8.6,2.0,35
Ermelundsvej 94,2820,Gladsaxe,55.76365458855857,12.53638092966115,0,12,385,655,10.69516698916032,44142,16995000,4068,625260.0,1470260.0,7.3926795079267436,0.0,5.0,35
"Islands Brygge 34A, 3 TH",2300,Tårnby,55.65960415443257,12.56771689596445,3,2,102,0,10.799575577092764,49000,4998000,3987,217269.6,467269.6,7.663921444416028,0.0,5.0,35
"Christoffers Alle 92, 1 TH",2800,Rudersdal,55.7545935933115,12.48504947776703,1,3,67,0,10.396994062531652,32761,2195000,3379,115272.0,220272.0,7.450357212621804,0.0,2.0,36
"Syriensvej 4, 1 TV",2300,Tårnby,55.65115691089736,12.62150885927174,1,3,60,0,10.41379304105523,33316,1999000,2894,102490.8,202490.8,7.443183755212619,-12.9,1.0,36
"Axel Heides Gade 8C, 1 TV",2300,Tårnby,55.66044433682089,12.5700520609244,1,3,86,0,10.770924118192763,47616,4095000,3535,181554.0,381554.0,7.654961112844196,0.0,4.0,36
"Havevej 20, 1 th",2860,Gladsaxe,55.72381504875797,12.51094908597534,1,2,56,0,10.257027587779373,28482,1595000,3367,94788.0,169788.0,7.43404640721727,-2.4,3.0,36
"Vejledalen 68, 2 TV",2635,Ishøj,55.61471147758682,12.36713082018777,2,4,118,0,9.71208488700598,16516,1949000,5591,132994.8,232994.8,7.027380684229528,0.0,3.0,36
"Nordre Frihavnsgade 100A, 4 TH",2100,København,55.70350317299561,12.58985718685399,4,2,57,0,10.46310334047155,35000,1995000,3179,106092.0,201092.0,7.529010653359254,0.0,2.0,36
"Birkegade 11, 3 tv",2200,Frederiksberg,55.69035870449152,12.55802463290759,3,3,84,0,10.993126366405129,59464,4995000,3962,217188.0,462188.0,7.857701818053558,0.0,3.0,36
"Møllemarken 24, 1 th",2880,Furesø,55.75301152151847,12.47202618604324,1,2,56,0,10.185541315729058,26517,1485000,2459,80130.0,150130.0,7.266053904036967,0.0,2.0,36
"Kochsvej 7, 2 TH",1812,Frederiksberg,55.67326677920512,12.53809412071453,2,3,88,0,10.946604749159658,56761,4995000,3178,207780.0,452780.0,7.766898292146316,0.0,3.0,36
"Topperne 16, 2 23",2620,Albertslund,55.67066340446052,12.34147402848666,2,4,105,0,9.891465577308802,19761,2075000,3352,110814.0,210814.0,6.961648048946443,0.0,3.0,36
"Cedervænget 23, st TH",2830,Rudersdal,55.79446103515565,12.47776005791401,0,3,72,0,10.369577282460726,31875,2295000,2707,110598.0,220598.0,7.336991165708174,-8.0,3.0,36
"Nørrebrogade 219, 3 TV",2200,Frederiksberg,55.69906878418281,12.54041146399208,3,2,57,0,10.800289607826421,49035,2795000,1881,117636.0,252636.0,7.632299122215176,0.0,3.0,36
"Skodsborg Strandvej 217, st TH",2942,Rudersdal,55.82732995223881,12.57375960598671,0,4,102,0,10.637440727488327,41666,4250000,4821,202092.0,412092.0,7.591505504959784,-5.5,0.0,36
"Randersgade 2, 1 th",2100,København,55.70215281074565,12.5819150224897,1,4,90,0,10.924138299734526,55500,4995000,3329,209592.0,454592.0,7.753108392431414,0.0,3.0,36
"Rebæk Søpark 13, st MF",2650,Hvidovre,55.66196110802915,12.45657193007415,0,2,70,0,10.17404889817949,26214,1835000,2997,98286.0,188286.0,7.247141632783327,0.0,4.0,36
"Solvej 7, 4 TH",2000,Frederiksberg,55.68014307464348,12.52412265216451,4,3,81,0,10.806855139119794,49358,3998000,3131,173097.6,373097.6,7.66716172157772,-3.7,3.0,36
"Strandvejen 677, 1",2930,Lyngby-Taarbæk,55.79239341626766,12.59116025064356,1,3,96,0,10.95499076321729,57239,5495000,3087,223638.0,493638.0,7.75343576068874,0.0,1.0,37
"Strandlodsvej 25G, 3 TH",2300,Tårnby,55.66454354341585,12.62341464302679,3,3,103,0,10.638232426684,41699,4295000,3797,191478.0,401478.0,7.527799210267174,0.0,8.0,37
"Knarreborgvej 3A, st th",2770,Tårnby,55.63402850398472,12.60010508857769,0,3,90,0,10.663755853950228,42777,3850000,2928,165816.0,355816.0,7.518824348506476,-3.6,4.0,37
"Gyldenlakvej 27, 3 TV",2300,Tårnby,55.64512731485502,12.61284270803647,3,2,57,0,10.46310334047155,35000,1995000,2632,99528.0,194528.0,7.465143022759777,-7.0,3.0,37
"Rebæk Søpark 3, 7 719",2650,Hvidovre,55.66348946583747,12.4572157944338,7,1,44,0,10.125710680390595,24977,1099000,1587,56296.8,111296.8,7.154203340228262,0.0,3.0,37
"Valby Langgade 261, 1 TV",2500,København,55.67215339031456,12.48213219447258,1,2,59,0,10.691558474606374,43983,2595000,2353,116520.0,241520.0,7.588280767167651,-7.2,1.0,37
"Strandvejen 677, st",2930,Lyngby-Taarbæk,55.79239341626766,12.59116025064356,0,3,103,0,10.88461051241177,53349,5495000,3577,229518.0,499518.0,7.7090077485500705,0.0,1.0,37
"Christian Langes Plads 13, tv",2450,København,55.65593634308153,12.56057595288094,0,4,145,9415,11.035437900814749,62034,8995000,5763,374400.0,819400.0,7.856346281165,0.0,6.0,37
"Nordre Frihavnsgade 100A, 5 TV",2100,København,55.70350317299561,12.58985718685399,5,2,51,0,10.797962031129387,48921,2495000,2295,112434.0,232434.0,7.698296029079395,-3.9,2.0,37
Gammel Køge Landevej 370B,2650,Hvidovre,55.62770808824258,12.48056950511153,0,3,96,0,10.278974437124607,29114,2795000,2847,129228.0,264228.0,7.204985373649045,0.0,4.0,37
"Nordre Fasanvej 64, 5 52",2000,Frederiksberg,55.68507869159846,12.52571296527823,5,3,61,0,10.801573579755436,49098,2995000,2781,135216.0,280216.0,7.703754914610952,-9.1,3.0,37
"Christian Langes Plads 9, mf",2450,København,55.65593634308153,12.56057595288094,0,4,140,9415,11.036613982986058,62107,8695000,5622,362538.0,792538.0,7.859242152759742,0.0,6.0,37
"Nordre Fasanvej 167, 2 TH",2000,Frederiksberg,55.69275088042946,12.53188032908741,2,2,49,0,10.79706221716655,48877,2395000,2146,107256.0,222256.0,7.691153481170771,0.0,3.0,37
"Lodsgården 1A, 1 106",2791,Tårnby,55.59204505663412,12.65837287826211,1,2,45,0,10.506573254727416,36555,1645000,2397,84678.0,164678.0,7.539948616871742,0.0,3.0,37
"Gormsgade 8, st 32",2200,Frederiksberg,55.69724869558271,12.54645586192973,0,3,83,0,10.605619251167537,40361,3350000,3557,156414.0,321414.0,7.541421009357101,0.0,4.0,37
"Islands Brygge 38E, 5 TV",2300,Tårnby,55.65811257023762,12.56675400617257,5,3,101,0,10.974488807496055,58366,5895000,3757,245238.0,535238.0,7.794863929725646,0.0,6.0,37
"Ordrupvej 67A, 4 TV",2920,Gentofte,55.76283667333976,12.57764315725729,4,3,93,0,10.534227272967456,37580,3495000,3780,164154.0,334154.0,7.475960797435727,0.0,3.0,37
"Mølleåparken 109, 1 Lejl. D",2800,Rudersdal,55.79434087788896,12.5028706043972,1,2,61,0,10.395252673563377,32704,1995000,2986,103776.0,198776.0,7.439116144933733,0.0,4.0,37
"Knabrostræde 25, 1",1210,København,55.67684317717765,12.57598690364356,1,5,98,0,10.75113535168762,46683,4575000,6023,227616.0,452616.0,7.75044779886267,0.0,5.0,37
"Agerskovvej 4C, 6",2610,Rødovre,55.67120792983097,12.46249503561206,6,2,70,5034,10.067772421843932,23571,1650000,2935,91320.0,171320.0,7.1736298585943725,0.0,3.0,37
"Christian Langes Plads 9, th",2450,København,55.65593634308153,12.56057595288094,0,2,61,9415,11.038319260104576,62213,3795000,2299,156552.0,341552.0,7.85026963797073,0.0,6.0,37
"Sallingvej 13, st TH",2720,Frederiksberg,55.69374139811779,12.5086480722432,0,1,63,0,10.257378625098244,28492,1795000,1415,78144.0,163144.0,7.1231738310788435,0.0,3.0,37
"C.F. Møllers Allé 56, 7 TH",2300,Tårnby,55.63443783925446,12.5787631553176,7,4,98,0,10.590214165293151,39744,3895000,3563,175110.0,365110.0,7.488202148195374,0.0,5.0,37
"Nordlandsgade 8, 3 th",2300,Tårnby,55.66450365081216,12.60218979785824,3,3,82,0,10.660102368540187,42621,3495000,2603,150030.0,320030.0,7.511871305816806,0.0,3.0,37
"Christian Langes Plads 13, th",2450,København,55.65593634308153,12.56057595288094,0,4,150,9415,11.193174642992942,72633,10895000,5949,441042.0,981042.0,7.986260093893106,0.0,6.0,37
"C.F. Møllers Allé 40, 8 TV",2300,Tårnby,55.63476305816875,12.57717148426466,8,3,93,0,10.577630287168375,39247,3650000,3700,168300.0,348300.0,7.5009038870256415,0.0,5.0,37
"Ole Borchs Vej 39, 1 tv",2500,København,55.66200569406062,12.49527525484894,1,3,95,0,10.358567881186488,31526,2995000,2535,132264.0,277264.0,7.23867831263064,0.0,4.0,37
"Frederiksdalsvej 101B, 1 TH",2830,Rudersdal,55.79483461265304,12.46963770388022,1,3,63,0,10.58666015194887,39603,2495000,3328,124830.0,244830.0,7.591573364253564,0.0,1.0,37
"Amagerfælledvej 11, 2 tv",2300,Tårnby,55.66729883626422,12.59549466896548,2,4,102,0,10.600302996782498,40147,4095000,4412,192078.0,392078.0,7.540684005228458,0.0,4.0,37
"Kronborggade 20, 2 TV",2200,Frederiksberg,55.69253359590325,12.54346555312414,2,3,65,0,10.863412321430344,52230,3395000,2485,145224.0,310224.0,7.71164538707463,0.0,3.0,38
"Ægirsgade 19, st TV",2200,Frederiksberg,55.69845816330535,12.5450529821259,0,2,56,0,10.620888224896778,40982,2295000,3480,119874.0,229874.0,7.668844779392854,0.0,3.0,38
"Holmbladsgade 70A, 1 MF",2300,Tårnby,55.66569165492736,12.61101683786679,1,2,78,0,10.486624535512897,35833,2795000,3582,138048.0,273048.0,7.478647903059237,0.0,3.0,38
"Rønnebærvej 10, 1 108",2840,Rudersdal,55.81161649323325,12.47012631629923,1,2,80,0,9.964112174352563,21250,1700000,2942,92934.0,177934.0,7.057618208101932,0.0,4.0,38
"Finsensvej 47B, 1 106",2000,Frederiksberg,55.6818148698266,12.50815192632112,1,1,59,0,10.56869811440305,38898,2295000,2493,108030.0,218030.0,7.512626801405311,0.0,4.0,38
"Kastrupvej 2, 2 TH",2300,Tårnby,55.66034560649236,12.61392796299139,2,4,102,0,10.55022423527341,38186,3895000,3818,178170.0,368170.0,7.465520616393745,0.0,3.0,38
"Nyborggade 8, 3 th",2100,København,55.70963465952606,12.57880994381143,3,2,58,335,10.708645586157767,44741,2595000,1812,110028.0,235028.0,7.548047147291482,0.0,3.0,38
"Forhåbningsholms Alle 17A, 4 mf",1904,Frederiksberg,55.67607699587104,12.55005943091057,4,2,58,0,10.933713928337772,56034,3250000,2284,137748.0,297748.0,7.772738197307078,0.0,3.0,38
"Christian Langes Plads 9, tv",2450,København,55.65593634308153,12.56057595288094,0,3,100,9415,10.949928968875328,56950,5695000,3967,240978.0,520978.0,7.787290736010799,0.0,6.0,38
"Havnegade 31, 1 TH",1058,København,55.67681083241325,12.58909603518691,1,5,150,0,11.289356823317922,79966,11995000,6250,481944.0,1076944.0,8.07494790961415,0.0,3.0,38
